user_id,age,income,clicks,purchase_amount,session_duration,content_variety,engagement_score,num_transactions,avg_monthly_spend,avg_cart_value,browsing_depth,revisit_rate,scroll_activity,time_on_site,interaction_count,preferred_price_range,discount_usage_rate,wishlist_size,product_views,repeat_purchase_gap (days),churn_risk_score,loyalty_index,screen_brightness,battery_percentage,cart_abandonment_count,browser_version,background_app_count,session_inactivity_duration,network_jitter,region_code,subscriber,label
U4642,38,37505,19,500.0,23.43,0.61966,60.79397,5,132.15,94.22,11,0.559,63,2.0,14,509.91,0.391,10,88,103.0,0.40281268745423404,29.0,3.0,34.0,5,8.02.41,7,0.26,10.0,S559,False,user_2
U0641,40,19098,9,500.0,43.68,0.17763,17.42572,8,116.94,36.31,24,0.212,136,48.0,18,581.39,0.248,3,40,154.0,0.7666225998129301,11.0,1.7,34.0,5,4.58.77,13,23.99,0.0,X456,True,user_1
U4607,32,14554,6,500.0,17.48,0.46759,46.78664,9,545.33,50.5,13,0.348,41,32.0,11,392.97,0.137,0,46,109.0,0.5619014520229412,24.0,4.3,28.0,6,8.36.04,15,7.93,24.0,B549,False,user_2
U3283,18,12236,6,500.0,10.5,0.39592,41.82336,4,110.83,146.92,7,0.285,40,0.0,6,475.41,0.197,0,26,110.0,0.6272540410010761,16.0,1.9,98.0,8,9.36.93,13,26.97,31.0,Z321,True,user_2
U1321,29,31359,15,500.0,27.31,0.23279,35.65618,8,165.12,48.72,18,0.316,91,41.0,13,429.13,0.422,6,70,126.0,0.6789817848192701,19.0,3.1,23.0,9,2.73.80,9,0.8,6.0,Z001,False,user_3
U9250,,21858,11,1048.39,30.82,0.77732,75.13083,8,858.97,122.75,20,0.419,67,36.0,12,1140.99,0.304,1,48,64.0,0.20892267415199206,31.0,4.6,69.0,0,2.97.07,4,23.52,1.0,X123,False,user_3
U4633,,17673,9,995.86,32.38,0.68405,66.15332,9,400.85,110.93,17,0.428,86,21.0,10,1069.62,0.298,5,25,93.0,0.34343995289402374,24.0,4.2,65.0,5,9.23.91,11,8.97,23.0,X123,False,user_3
U6430,45,29306,16,500.0,14.98,0.50277,52.79031,7,318.18,88.61,11,0.486,42,8.0,4,622.36,0.342,3,90,105.0,0.4713800697832522,25.0,2.4,47.0,2,3.37.59,11,20.13,26.0,Z252,False,user_2
U6412,35,27135,13,500.0,3.34,0.46861,45.77418,7,74.08,112.92,5,0.421,2,0.0,11,391.47,0.344,4,64,121.0,0.6130388461520162,21.0,2.1,77.0,9,5.88.38,6,20.82,21.0,X787,False,user_2
U8835,,29623,15,1216.65,38.34,0.8288,82.92847,6,300.16,151.45,24,0.618,128,40.0,22,1271.52,0.466,3,85,57.0,0.1953849665314057,35.0,3.5,20.0,6,4.36.54,4,6.54,44.0,Z001,False,user_3
U6939,32,15680,9,500.0,18.2,0.50368,55.20519,3,75.95,179.59,11,0.405,45,16.0,16,502.02,0.23,3,43,106.0,0.5166166984154428,21.0,4.1,10.0,5,1.53.59,11,6.06,44.0,R555,True,user_2
U2790,,35064,18,500.0,45.13,0.14902,21.29612,10,115.95,65.32,28,0.397,146,56.0,17,255.53,0.446,7,85,141.0,0.758664735226794,17.0,4.1,65.0,5,4.81.02,13,25.51,53.0,X123,True,user_3
U8926,31,16820,8,500.0,11.55,0.41425,46.63204,6,151.47,61.56,5,0.236,41,20.0,0,546.32,0.247,2,33,112.0,0.5250106439895884,13.0,4.1,28.0,2,4.31.85,7,6.81,15.0,F268,False,user_2
U8298,,17586,8,500.0,42.92,0.16239,16.26919,8,134.72,5.46,26,0.173,127,27.0,12,629.2,0.272,4,46,150.0,0.8158054467762309,8.0,1.2,88.0,3,7.44.31,11,3.62,28.0,H648,False,user_2
U7227,18,13881,7,500.0,44.86,0.17186,18.03931,6,329.39,90.77,23,0.113,145,31.0,19,657.07,0.207,0,26,150.0,0.858755083168666,9.0,3.9,58.0,5,6.73.01,15,20.68,11.0,X123,False,user_1
U1549,39,26386,12,500.0,49.27,0.69518,65.80311,3,158.17,110.22,27,0.527,124,55.0,22,496.47,0.333,4,63,82.0,0.3875523352500332,30.0,3.7,20.0,7,9.62.40,11,6.52,4.0,S518,False,user_2
U5339,39,19230,8,500.0,40.38,0.38993,37.73274,12,154.2,28.39,25,0.241,120,35.0,17,582.96,0.279,2,40,117.0,0.6383046410268859,9.0,2.7,30.0,1,3.63.80,13,21.71,36.0,W703,False,user_1
U9808,40,23807,12,761.23,9.13,0.52576,53.84636,5,172.93,152.97,8,0.44,15,7.0,8,815.77,0.313,2,49,89.0,0.4653272805763324,27.0,5.0,61.0,3,8.00.61,13,13.77,15.0,Q773,False,user_2
U2991,,18197,8,500.0,37.42,0.14378,17.94599,9,120.53,42.2,21,0.147,110,43.0,19,423.99,0.257,0,35,160.0,0.8372527897936974,6.0,2.9,93.0,5,1.25.81,4,10.85,25.0,X123,False,user_3
U8977,53,16915,9,500.0,44.11,0.24329,22.60332,3,112.54,172.96,22,0.224,125,53.0,14,410.33,0.177,0,45,134.0,0.7186649967769687,14.0,1.5,39.0,7,2.44.01,11,1.83,41.0,Z999,False,user_3
U4666,38,17398,9,3998.27,59.89,0.84022,84.77124,8,960.72,361.67,34,0.508,180,48.0,27,3993.48,0.486,3,41,65.0,0.13583870971233125,37.0,1.4,8.0,5,3.53.01,8,8.83,23.0,B621,False,user_1
U5228,35,30956,16,1692.17,73.49,0.93783,100.0,9,837.04,164.2,42,0.659,220,51.0,39,1668.59,0.486,5,98,24.0,0.0,41.0,2.8,70.0,5,9.35.06,5,7.85,4.0,H873,False,user_1
U9754,,20520,11,500.0,46.04,0.15871,15.3148,7,294.87,81.52,28,0.203,140,45.0,14,508.82,0.218,4,57,161.0,0.8463081622028354,14.0,3.5,57.0,4,8.03.52,8,22.38,13.0,Z999,False,user_3
U2887,19,17374,9,500.0,62.98,0.76528,73.3386,8,152.63,86.89,35,0.503,191,54.0,22,458.23,0.323,2,43,74.0,0.24053370445215005,25.0,5.0,76.0,2,3.11.34,6,15.0,3.0,V582,False,user_2
U9448,29,28214,12,500.0,72.89,0.75953,71.06258,10,179.25,65.54,38,0.47,227,74.0,21,521.25,0.295,0,56,66.0,0.25540184580867753,22.0,2.9,51.0,3,4.36.34,10,27.38,1.0,H443,True,user_1
U8109,51,17202,9,500.0,67.58,0.0765,0.0,6,139.11,83.03,36,0.135,183,67.0,17,393.36,0.263,0,42,180.0,0.9360802286209677,10.0,3.4,41.0,9,2.10.96,8,2.46,38.0,C032,True,user_1
U7374,41,13497,7,500.0,8.75,0.48865,54.30621,1,435.26,374.99,5,0.393,33,0.0,8,652.35,0.152,0,28,100.0,0.4742211124789932,23.0,4.4,44.0,6,4.97.13,13,15.32,12.0,B921,True,user_2
U0480,,26811,13,1008.77,8.3,0.54372,45.92899,5,344.68,160.74,7,0.339,2,29.0,0,826.78,0.37,4,56,116.0,0.48584122311012135,24.0,3.9,82.0,5,7.71.54,13,7.21,10.0,Z001,False,user_3
U0331,,17672,10,627.51,6.05,0.53559,59.61792,6,149.18,119.65,2,0.492,0,6.0,1,619.41,0.186,8,55,99.0,0.44379931411123,28.0,4.7,40.0,4,3.22.28,14,13.88,18.0,X789,False,user_3
U3326,,32541,16,500.0,30.99,0.72247,69.15883,2,258.42,338.16,18,0.543,122,25.0,25,479.64,0.317,4,95,82.0,0.3213691391364227,28.0,3.6,47.0,6,7.15.18,12,5.95,42.0,Z999,False,user_3
U0645,29,11563,5,500.0,76.21,0.06778,0.0,2,142.43,242.75,44,0.028,214,77.0,25,486.45,0.182,0,20,174.0,1.0,4.0,4.8,27.0,1,8.00.92,10,9.24,58.0,P239,False,user_1
U3375,21,15215,6,500.0,4.21,0.59937,58.68846,5,230.89,153.76,5,0.384,5,10.0,7,415.6,0.184,1,34,91.0,0.3774447937217333,23.0,3.6,3.0,5,8.19.17,11,20.48,30.0,L915,True,user_2
U9750,54,14877,6,500.0,0.0,0.49774,49.56886,6,214.23,62.18,1,0.36,0,0.0,0,348.89,0.238,1,23,100.0,0.5788629028754075,24.0,1.7,23.0,5,5.43.91,12,24.61,45.0,M448,False,user_2
U7901,27,28983,14,514.56,32.96,0.3016,38.70607,8,67.22,89.51,20,0.363,92,56.0,16,538.6,0.406,0,71,118.0,0.7017273742293784,18.0,2.5,81.0,6,3.94.56,10,16.67,19.0,H853,False,user_1
U8103,33,28683,14,2259.52,71.25,0.28384,28.25403,11,1242.01,205.18,40,0.291,216,56.0,38,2239.03,0.435,4,56,141.0,0.7186615629846325,27.0,3.0,92.0,2,2.40.59,7,9.56,6.0,Y619,False,user_1
U5948,42,24786,12,2235.77,59.18,0.86822,97.78864,7,632.63,296.35,36,0.436,181,45.0,20,2274.22,0.526,3,51,38.0,0.03785047079776903,29.0,4.2,75.0,8,3.50.65,13,10.94,26.0,F525,False,user_2
U4881,18,17404,8,1177.94,33.73,0.79951,75.59851,11,367.93,100.46,19,0.41,83,18.0,9,1012.94,0.244,1,31,71.0,0.24350305717310478,24.0,2.3,45.0,5,4.80.81,5,15.45,3.0,D906,False,user_1
U3969,,28156,14,500.0,5.65,0.51238,44.15592,4,291.81,86.42,7,0.395,10,6.0,10,671.66,0.315,10,68,116.0,0.5987337769193533,20.0,3.1,69.0,6,9.02.15,6,16.54,27.0,Y138,False,user_2
U4003,,16140,8,643.83,22.46,0.35143,34.16787,4,142.52,138.57,15,0.201,72,27.0,6,635.84,0.156,2,28,132.0,0.6900278919848122,14.0,2.1,14.0,6,8.84.23,4,24.56,32.0,X123,False,user_1
U4137,51,10000,3,3838.34,54.37,0.89013,97.81528,2,878.45,1000.0,31,0.545,166,51.0,21,3534.17,0.415,6,0,30.0,0.0,39.0,2.6,11.0,6,9.14.91,7,28.69,82.0,N663,False,user_1
U1829,41,15591,7,500.0,11.97,0.52445,48.71668,2,110.59,316.62,6,0.358,37,17.0,0,518.88,0.109,0,21,116.0,0.47976783935128076,19.0,2.3,20.0,7,6.91.94,4,6.01,14.0,T915,True,user_2
U0485,52,20845,10,500.0,44.97,0.16442,24.53463,10,394.59,48.9,25,0.217,146,50.0,7,452.81,0.238,0,48,148.0,0.7703637609998375,12.0,4.8,61.0,5,2.51.36,7,27.74,35.0,X123,True,user_3
U5189,40,37305,19,1635.59,27.55,0.71481,76.0616,9,640.08,225.32,15,0.482,81,24.0,19,1522.27,0.54,3,87,66.0,0.27033275077549124,30.0,4.6,43.0,3,9.96.61,12,17.37,32.0,X789,False,user_3
U5199,50,13228,5,500.0,46.63,0.16321,27.63524,6,222.94,45.44,26,0.151,160,51.0,13,623.2,0.164,5,19,146.0,0.7296221026682008,8.0,4.0,20.0,4,3.59.59,7,10.69,23.0,X456,False,user_3
U6507,44,18667,9,500.0,14.84,0.368,46.80805,6,234.58,47.16,9,0.358,40,13.0,5,592.97,0.147,0,47,106.0,0.46405111886631945,20.0,1.7,55.0,3,2.69.14,6,5.65,25.0,P932,False,user_2
U1873,,17789,10,1275.77,42.08,0.83342,87.53384,3,388.55,340.42,22,0.601,136,38.0,22,1309.95,0.208,0,41,50.0,0.14692479818177567,34.0,4.8,91.0,4,1.63.81,7,19.65,9.0,X789,True,user_3
U1285,42,30139,14,500.0,75.07,0.31126,34.55001,8,124.08,54.69,48,0.209,236,70.0,33,507.7,0.352,5,69,134.0,0.7274937310420159,13.0,1.8,56.0,6,1.60.97,12,20.35,47.0,M971,True,user_1
U9516,18,16904,9,500.0,5.34,0.58023,56.16109,7,296.55,55.9,5,0.375,0,8.0,0,550.49,0.258,1,66,87.0,0.34654406295169254,25.0,1.4,53.0,6,9.27.98,4,26.99,32.0,A773,False,user_2
U4733,32,28425,14,2489.6,55.04,0.88737,93.8816,7,591.45,240.93,31,0.536,171,67.0,26,2331.81,0.546,5,66,55.0,0.0987557329521524,34.0,1.4,37.0,4,5.10.18,5,9.8,9.0,F348,False,user_1
U2774,52,15876,8,500.0,17.3,0.42726,44.23455,5,195.7,84.21,15,0.306,42,5.0,6,519.17,0.302,0,37,110.0,0.6309382712981796,15.0,2.3,3.0,7,5.45.12,14,16.14,65.0,Y052,False,user_2
U3559,23,11976,5,500.0,8.55,0.46777,51.35588,4,191.03,154.75,4,0.299,10,4.0,5,623.76,0.168,0,28,100.0,0.5241833308509927,18.0,1.8,26.0,5,3.64.83,13,19.2,17.0,F615,True,user_2
U0571,31,23775,11,3782.21,59.76,0.90301,95.21666,6,824.13,519.66,36,0.704,172,61.0,22,3886.22,0.632,8,46,37.0,0.04460497882508098,43.0,1.8,34.0,2,4.06.52,15,23.34,12.0,Z894,True,user_1
U8880,,25486,12,500.0,46.37,0.17411,17.19142,4,198.26,127.04,28,0.179,141,64.0,12,394.94,0.304,1,54,159.0,0.8639608758242158,11.0,2.3,47.0,6,4.57.76,11,25.6,16.0,Z001,False,user_3
U8023,18,25102,14,500.0,49.18,0.12797,11.17273,8,198.85,87.63,28,0.248,124,53.0,15,518.56,0.262,1,69,169.0,0.8848080879948922,14.0,4.6,92.0,4,7.88.79,15,22.09,27.0,K392,True,user_1
U7113,33,22922,12,2257.49,32.84,0.79403,78.33555,8,1029.97,332.71,19,0.562,98,25.0,3,2145.21,0.447,4,61,73.0,0.2383256989747787,39.0,4.6,31.0,8,9.42.05,8,8.99,54.0,U792,False,user_1
U7930,43,21100,10,2072.32,39.37,0.83218,80.69263,6,1006.49,229.84,26,0.494,114,30.0,17,2088.03,0.46,0,40,59.0,0.1964066943876193,37.0,4.6,33.0,5,5.13.10,7,15.1,24.0,H399,False,user_1
U9030,35,16799,9,500.0,5.56,0.53556,48.25425,9,149.26,39.95,6,0.337,32,15.0,9,424.78,0.262,4,50,110.0,0.521909395601121,19.0,4.2,33.0,3,3.13.95,13,15.93,35.0,V733,False,user_2
U6486,23,19841,10,500.0,62.07,0.03225,0.0,6,485.29,54.54,35,0.1,176,59.0,19,413.0,0.266,8,65,169.0,0.9695250759278752,7.0,3.7,23.0,3,6.96.57,15,29.37,17.0,N207,False,user_1
U3571,24,17741,8,500.0,0.0,0.51181,49.29818,6,339.81,114.49,1,0.289,17,0.0,5,535.81,0.307,4,20,99.0,0.48848535167568063,15.0,3.4,44.0,4,6.07.73,12,16.1,21.0,G633,False,user_2
U0954,26,16149,8,3512.23,72.55,0.51421,56.21731,7,2214.33,439.17,42,0.32,223,83.0,21,3439.65,0.536,0,43,95.0,0.502815266524688,39.0,5.0,75.0,7,5.46.93,15,1.22,65.0,S569,False,user_1
U1624,,10780,6,503.19,15.17,0.53642,53.31771,7,376.58,80.02,7,0.306,45,18.0,13,423.72,0.174,0,29,103.0,0.44203030876073723,20.0,2.4,74.0,4,9.53.10,14,22.49,21.0,X123,False,user_3
U4442,,22469,11,500.0,45.4,0.83006,84.42792,5,158.79,89.59,28,0.475,155,33.0,14,535.16,0.35,3,52,53.0,0.07748976555191751,28.0,4.0,2.0,4,7.80.07,6,11.82,40.0,Z999,True,user_1
U8305,51,17997,11,500.0,5.61,0.4854,49.78845,5,434.32,118.75,3,0.334,45,0.0,8,351.85,0.194,4,58,109.0,0.6427312224385732,21.0,1.4,77.0,4,5.27.45,12,15.52,22.0,Q615,True,user_2
U3373,29,28272,13,515.13,6.28,0.54368,53.24727,9,419.79,35.98,4,0.386,15,0.0,1,482.93,0.406,8,78,100.0,0.4500650313054243,24.0,1.5,41.0,8,8.56.19,7,22.2,19.0,G947,False,user_2
U4236,,26874,13,1229.38,5.89,0.61674,59.42812,8,261.03,189.87,4,0.435,6,0.0,8,1075.68,0.343,8,67,89.0,0.3949778913560556,25.0,3.4,4.0,8,5.67.85,4,28.9,25.0,Z999,False,user_3
U9463,,22610,11,849.06,23.29,0.64837,59.23441,2,233.73,318.65,17,0.428,76,26.0,18,713.56,0.298,2,64,108.0,0.39157307597608915,21.0,4.5,99.0,5,2.24.27,8,24.15,2.0,X456,False,user_3
U5730,,10000,3,500.0,16.35,0.573,55.4577,4,174.42,135.07,6,0.297,27,26.0,0,617.07,0.058,0,14,95.0,0.4460602242294002,13.0,4.6,88.0,3,2.39.64,10,7.66,17.0,M878,True,user_2
U8863,,28066,13,1377.06,31.32,0.72985,73.04941,14,277.44,116.61,21,0.457,74,36.0,17,1335.42,0.431,1,68,78.0,0.23914058550890974,27.0,1.3,37.0,6,6.75.33,5,6.5,30.0,Z999,False,user_3
U7215,,13927,7,500.0,34.56,0.17546,22.29279,4,139.37,112.8,21,0.203,123,22.0,23,428.28,0.256,4,29,137.0,0.836649742289358,12.0,2.3,69.0,2,5.92.65,10,29.33,18.0,Z001,False,user_3
U5173,,10876,4,848.01,29.08,0.73729,65.84246,4,149.01,173.32,16,0.409,95,26.0,12,933.1,0.147,4,20,82.0,0.333592113904766,25.0,4.5,65.0,5,4.48.26,8,6.4,12.0,X456,True,user_3
U6219,29,24828,14,500.0,14.84,0.55283,49.31832,6,209.74,119.99,10,0.362,31,29.0,6,661.6,0.284,4,67,101.0,0.4649949501205762,24.0,3.3,99.0,6,8.39.71,13,4.13,14.0,K746,False,user_2
U7298,27,24376,12,500.0,51.66,0.14619,10.94918,6,337.36,76.89,31,0.126,202,47.0,26,525.16,0.283,3,61,177.0,0.7757584899346694,9.0,1.8,20.0,3,6.96.29,15,26.83,1.0,G068,False,user_1
U8026,30,20334,10,500.0,48.78,0.63334,64.54174,4,84.91,172.42,27,0.4,125,56.0,14,602.07,0.243,9,33,79.0,0.3983775925614311,20.0,2.9,23.0,5,6.71.67,6,13.36,64.0,U495,True,user_1
U7039,33,22872,11,500.0,19.68,0.57663,56.0759,8,89.38,59.43,12,0.381,68,26.0,22,444.84,0.226,5,43,96.0,0.4216132327886747,17.0,4.2,68.0,7,9.53.41,13,1.46,8.0,B138,False,user_2
U1762,53,31057,14,500.0,4.57,0.57101,53.92758,6,91.42,58.42,5,0.467,1,12.0,11,505.44,0.362,0,81,93.0,0.4757519879412013,25.0,4.2,9.0,2,5.29.07,6,17.79,1.0,X555,False,user_2
U2489,18,15522,9,500.0,7.17,0.53522,50.18848,3,191.51,140.4,9,0.376,48,11.0,13,500.73,0.284,2,58,99.0,0.46095496020249993,17.0,4.5,82.0,3,9.44.73,9,11.07,13.0,G486,False,user_2
U0873,53,17460,10,500.0,2.79,0.4021,42.36446,6,425.23,134.13,1,0.312,0,10.0,15,532.38,0.2,3,32,116.0,0.580107401612436,18.0,1.3,23.0,4,3.17.96,5,13.14,26.0,Z310,False,user_2
U2868,35,13543,7,500.0,7.07,0.39069,41.62661,4,395.08,146.12,6,0.373,16,0.0,11,596.46,0.197,1,29,120.0,0.5826427013764003,23.0,2.4,77.0,5,2.89.63,10,17.98,41.0,F571,False,user_2
U3372,51,18659,11,888.2,41.19,0.85819,83.53445,7,257.76,127.42,24,0.526,96,56.0,14,741.25,0.287,7,47,62.0,0.201490617156498,28.0,2.4,17.0,8,4.35.10,9,29.75,37.0,Z999,True,user_3
U1262,42,31750,13,2275.47,55.63,0.83497,92.74052,3,1389.7,944.79,32,0.664,198,38.0,26,2186.46,0.525,2,67,37.0,0.07921664463996032,47.0,2.2,75.0,7,4.38.11,9,3.31,1.0,C840,False,user_1
U5268,46,26116,12,500.0,48.7,0.61322,54.07548,3,223.35,193.55,26,0.451,136,52.0,31,451.47,0.325,0,59,95.0,0.4143285957001473,24.0,2.9,10.0,2,9.91.06,4,7.11,11.0,V926,False,user_1
U9355,,15284,7,500.0,41.12,0.81143,83.66835,5,80.21,141.45,20,0.546,130,41.0,12,402.98,0.184,0,41,63.0,0.2594134745239743,26.0,2.8,12.0,5,6.90.07,9,25.09,54.0,Z999,False,user_1
U7553,,15815,7,500.0,7.63,0.43614,44.87184,10,91.99,58.6,6,0.31,22,1.0,4,522.98,0.229,4,21,124.0,0.5686641999255724,12.0,2.7,7.0,6,1.27.55,11,4.1,34.0,X456,False,user_3
U8649,,22792,10,500.0,31.13,0.2444,28.40266,6,96.57,95.19,16,0.248,85,21.0,8,521.74,0.274,0,53,137.0,0.6781781516941425,15.0,2.9,67.0,3,6.86.90,4,29.21,14.0,Z001,False,user_3
U7906,,27282,14,1024.18,41.11,0.78041,75.66229,4,528.83,232.64,27,0.519,89,47.0,6,1030.04,0.305,2,66,70.0,0.2509416555752096,31.0,2.4,18.0,4,6.05.17,5,9.85,32.0,X456,False,user_3
U8659,,17706,9,856.75,11.02,0.59562,56.37774,7,253.26,190.83,5,0.414,29,19.0,3,816.48,0.173,5,37,107.0,0.45186592946997317,24.0,4.9,38.0,7,8.99.10,7,18.9,30.0,X789,False,user_3
U5680,56,20934,10,500.0,67.4,0.63209,60.09646,4,188.47,190.16,40,0.361,198,66.0,20,634.78,0.152,0,54,108.0,0.41839928491030476,20.0,3.4,89.0,8,8.40.15,5,5.88,19.0,D127,False,user_1
U4827,29,13241,7,500.0,6.01,0.47139,43.1178,8,117.78,41.76,3,0.272,22,3.0,2,521.66,0.162,0,32,118.0,0.5833535598103473,15.0,3.0,33.0,3,7.51.21,13,9.49,36.0,L962,False,user_2
U7730,51,26394,14,500.0,72.07,0.25642,32.99606,5,108.79,120.34,41,0.388,248,85.0,34,484.98,0.355,0,68,136.0,0.679853323072155,21.0,2.1,18.0,7,6.16.59,5,16.65,60.0,N550,False,user_1
U5971,49,15190,8,500.0,5.83,0.52117,55.72966,6,290.6,76.38,2,0.39,27,2.0,6,506.65,0.165,0,53,97.0,0.4794111076699678,22.0,2.2,68.0,4,8.35.15,7,28.94,55.0,K462,True,user_2
U5727,,21013,10,500.0,43.13,0.24843,29.50031,4,451.14,84.93,26,0.295,142,43.0,24,574.43,0.248,1,50,125.0,0.7341116163923079,19.0,4.1,18.0,4,8.11.27,9,11.37,22.0,X789,True,user_1
U8487,49,14072,6,500.0,20.15,0.54019,51.777,10,172.8,35.94,13,0.258,55,18.0,9,521.39,0.158,1,49,105.0,0.5120883988452224,13.0,2.8,73.0,5,1.30.05,4,27.09,58.0,B536,False,user_2
U2437,31,10000,5,500.0,12.5,0.41218,41.38314,5,218.87,74.42,7,0.235,17,37.0,5,413.58,0.108,0,1,128.0,0.5151063472393137,19.0,2.4,46.0,5,5.12.06,6,6.25,44.0,P494,True,user_2
U0717,56,17870,9,500.0,71.21,0.05472,0.0,4,257.37,124.03,42,0.107,209,63.0,23,676.28,0.339,1,44,175.0,0.9306279040617547,10.0,1.9,94.0,2,8.07.37,4,1.07,43.0,L300,True,user_1
U7479,41,20141,10,500.0,63.08,0.0524,1.60331,2,211.95,180.68,36,0.106,178,71.0,32,546.2,0.212,5,38,165.0,0.9522391990180482,10.0,5.0,25.0,4,9.41.43,4,25.21,52.0,L675,True,user_1
U7030,68,10000,6,500.0,64.97,0.0662,0.0,6,252.74,73.85,34,0.0,194,48.0,20,384.8,0.082,2,20,180.0,0.9900624555095008,5.0,2.6,50.0,4,7.56.80,10,21.11,68.0,I714,False,user_1
U5966,38,13147,6,500.0,45.72,0.1618,20.1273,4,251.4,114.85,27,0.199,129,36.0,20,318.41,0.137,8,23,138.0,0.7683292100953285,12.0,1.9,85.0,9,9.59.97,6,3.46,17.0,V135,True,user_1
U1663,,14035,7,500.0,44.58,0.19262,17.19794,5,183.89,96.06,25,0.21,108,41.0,8,568.88,0.194,0,44,143.0,0.7873883958005697,12.0,4.0,66.0,6,2.77.53,8,0.63,11.0,X123,False,user_3
U5674,45,14372,8,500.0,5.68,0.44746,47.90504,6,241.82,119.62,1,0.305,36,4.0,6,629.26,0.165,1,35,97.0,0.5305045731933717,18.0,4.6,22.0,4,6.82.24,12,24.63,43.0,T442,False,user_2
U4888,,15285,8,500.0,46.95,0.1548,18.28328,13,72.3,60.22,26,0.211,138,44.0,27,545.2,0.217,2,28,139.0,0.7822552075858086,11.0,4.1,9.0,4,6.18.81,15,5.13,57.0,Z001,False,user_3
U8091,,25320,12,500.0,9.48,0.42802,44.46807,2,177.7,296.55,4,0.444,23,8.0,11,561.27,0.267,2,66,121.0,0.459177330534721,26.0,2.6,57.0,4,2.18.37,4,14.36,54.0,X123,False,user_3
U2496,34,26205,12,500.0,36.99,0.82698,84.66946,2,316.93,276.08,20,0.62,94,30.0,8,563.79,0.283,3,48,54.0,0.09897624253178625,33.0,4.0,58.0,6,5.26.54,12,25.59,50.0,N156,False,user_1
U0382,48,20929,10,500.0,66.54,0.85496,80.04289,12,558.07,32.14,38,0.488,192,79.0,19,500.48,0.224,0,66,74.0,0.17518111089054686,28.0,2.4,23.0,4,8.12.91,7,17.09,26.0,C489,False,user_1
U6769,,24062,10,500.0,43.63,0.18685,19.66807,8,547.77,69.02,25,0.143,117,34.0,24,331.85,0.286,1,37,156.0,0.7929887268392798,10.0,3.1,79.0,3,7.60.58,6,27.01,1.0,X456,False,user_3
U2319,,10480,4,500.0,75.01,0.06253,0.0,10,441.01,76.15,40,0.052,207,82.0,23,430.11,0.19,3,17,180.0,1.0,6.0,1.6,25.0,1,6.38.53,6,1.11,38.0,T601,False,user_1
U3574,,23352,11,500.0,47.11,0.16805,19.04644,3,106.92,143.28,29,0.323,143,54.0,18,579.46,0.324,9,74,147.0,0.8269172852247076,16.0,2.3,97.0,3,1.11.54,4,12.71,11.0,Z001,False,user_3
U6858,65,12844,7,500.0,66.89,0.13174,15.23324,4,127.83,111.99,37,0.213,193,57.0,18,558.61,0.249,6,31,160.0,0.7674598074436892,11.0,3.1,72.0,8,8.00.03,7,5.9,2.0,R246,False,user_1
U3538,,18512,8,500.0,41.02,0.16292,19.15115,3,404.6,202.2,23,0.175,134,37.0,15,480.44,0.169,2,44,142.0,0.8665915880122602,13.0,1.5,61.0,4,5.67.83,15,12.05,20.0,X123,True,user_3
U2188,,30712,16,500.0,43.53,0.84602,80.92465,2,259.25,304.82,27,0.643,125,44.0,27,445.19,0.305,6,78,57.0,0.18278069211382147,32.0,4.0,66.0,7,2.92.78,6,22.84,24.0,X456,False,user_3
U0262,35,23234,10,3480.9,80.26,0.49361,53.00757,7,822.05,474.99,48,0.423,242,97.0,25,3498.29,0.534,3,49,111.0,0.47269082226942044,31.0,2.8,3.0,2,7.65.98,7,26.78,4.0,Z094,False,user_1
U1925,39,25361,15,500.0,55.07,0.8941,96.12887,5,143.66,87.86,28,0.536,166,51.0,21,465.69,0.303,2,66,36.0,0.04356047631252883,26.0,3.2,37.0,4,3.92.77,8,4.45,40.0,E612,False,user_1
U0102,,21262,11,500.0,45.05,0.14346,21.20166,4,165.05,120.83,29,0.269,140,81.0,22,492.05,0.209,0,59,147.0,0.7538761396338597,13.0,2.9,87.0,8,7.78.00,11,10.39,22.0,X789,True,user_3
U9510,27,19454,11,500.0,55.44,0.09339,0.80404,9,237.3,42.71,31,0.12,153,63.0,15,513.22,0.21,4,68,179.0,1.0,7.0,3.9,92.0,5,5.63.54,13,13.31,35.0,K591,False,user_1
U3141,,17677,9,500.0,13.34,0.44641,38.26864,7,329.9,70.09,7,0.238,53,17.0,5,422.28,0.261,2,25,124.0,0.5393816437248163,15.0,3.6,21.0,3,9.10.92,10,7.44,14.0,Q228,False,user_2
U9318,44,15171,9,500.0,0.0,0.49678,49.39702,11,136.88,29.15,1,0.342,0,9.0,4,580.01,0.255,5,35,107.0,0.559634017969014,20.0,3.9,90.0,4,4.45.66,11,5.95,7.0,A665,False,user_2
U3754,27,22307,11,500.0,59.58,0.18126,9.48133,2,100.11,306.97,33,0.178,179,42.0,23,483.53,0.308,0,49,175.0,0.9126878788321138,10.0,2.1,39.0,8,8.06.73,8,24.65,9.0,Z767,True,user_1
U4691,,31184,15,500.0,47.36,0.18928,16.25644,12,168.87,35.47,26,0.192,124,59.0,15,548.76,0.378,3,66,151.0,0.8519650590458998,8.0,3.6,70.0,4,4.66.45,7,26.03,72.0,X456,True,user_3
